1 2 7105.0
1 3 8673.0
1 4 13876.0
1 5 19064.0
1 6 22.0
1 7 1240.0
1 8 1170.0
1 9 8036.0
1 10 947.0
1 11 4695.0
1 12 40.0
1 13 14197.0
1 14 556.0
1 15 6709.0
1 16 1655.0
1 17 10420.0
1 18 10233.0
1 19 6316.0
1 20 335.0
1 21 10197.0
1 22 30.0
1 23 11558.0
1 24 20103.0
1 25 21509.0
1 26 13853.0
1 27 11881.0
1 28 14309.0
1 29 14103.0
1 30 7426.0
1 31 15843.0
1 32 19120.0
1 33 760.0
1 34 1595.0
1 35 11354.0
1 36 11465.0
1 37 818.0
1 38 459.0
1 39 269.0
1 40 3698.0
1 42 128.0
1 43 73.0
1 44 908.0
1 46 3402.0
1 47 2.0
1 48 84.0
1 49 551.0
1 50 142.0
1 51 2.0
1 52 3097.0
1 53 52.0
1 54 37.0
1 55 1.0
1 56 117.0
1 57 1.0
1 58 210.0
1 59 408.0
1 60 422.0
1 61 1282.0
1 62 259.0
1 63 117.0
1 64 271.0
1 65 400.0
1 66 93.0
1 67 1081.0
1 70 83.0
2 3 5.0
2 4 197.0
2 5 824.0
2 6 156.0
2 7 584.0
2 8 3307.0
2 9 4256.0
2 10 2792.0
2 11 730.0
2 12 476.0
2 13 25.0
2 14 773.0
2 15 9.0
2 16 4150.0
2 17 2993.0
2 18 17.0
2 19 148.0
2 21 13.0
2 22 355.0
2 23 186.0
2 24 33.0
2 25 299.0
2 26 931.0
2 27 17.0
2 28 23.0
2 29 12.0
2 30 347.0
2 31 9725.0
2 32 3706.0
2 34 1236.0
2 35 4801.0
2 36 840.0
2 37 38.0
2 40 15.0
2 43 11.0
2 44 21.0
2 46 111.0
2 49 29.0
2 52 354.0
2 61 5.0
2 66 1.0
2 67 4.0
2 70 7.0
3 4 5557.0
3 5 8353.0
3 9 104.0
3 11 2189.0
3 13 1470.0
3 15 744.0
3 17 32.0
3 18 501.0
3 19 1147.0
3 20 18.0
3 21 1418.0
3 23 931.0
3 24 5680.0
3 25 2763.0
3 26 2404.0
3 27 3474.0
3 28 3943.0
3 29 9088.0
3 30 272.0
3 31 60.0
3 32 474.0
3 33 19.0
3 35 30.0
3 36 580.0
3 37 3.0
3 38 765.0
3 39 125.0
3 40 659.0
3 44 21.0
3 46 179.0
3 48 5.0
3 50 42.0
3 52 1.0
3 54 3.0
3 56 7.0
3 58 2.0
3 59 83.0
3 60 3.0
3 61 126.0
3 62 41.0
3 63 9.0
3 64 327.0
3 65 24.0
3 66 3.0
3 67 26.0
3 70 4.0
4 5 3777.0
4 9 1196.0
4 11 890.0
4 13 1498.0
4 15 652.0
4 17 88.0
4 18 3021.0
4 19 2691.0
4 20 12.0
4 21 1244.0
4 23 6414.0
4 24 8337.0
4 25 15486.0
4 26 3867.0
4 27 1525.0
4 28 4836.0
4 29 11161.0
4 30 2292.0
4 31 220.0
4 32 5039.0
4 33 40.0
4 35 98.0
4 36 167.0
4 38 67.0
4 39 3.0
4 40 123.0
4 46 7.0
4 48 3.0
4 50 16.0
4 53 6.0
4 56 4.0
4 59 106.0
4 61 5.0
4 62 24.0
4 63 2.0
4 64 35.0
5 6 1.0
5 7 24.0
5 8 1.0
5 9 1063.0
5 11 5411.0
5 13 2674.0
5 14 3.0
5 15 1083.0
5 16 1.0
5 17 2298.0
5 18 1492.0
5 19 884.0
5 20 38.0
5 21 1775.0
5 23 1520.0
5 24 9450.0
5 25 3344.0
5 26 7457.0
5 27 3255.0
5 28 3584.0
5 29 5288.0
5 30 1217.0
5 31 1529.0
5 32 1631.0
5 33 60.0
5 34 3.0
5 35 1000.0
5 36 4393.0
5 37 53.0
5 38 979.0
5 39 721.0
5 40 3893.0
5 42 4.0
5 43 1.0
5 44 87.0
5 46 1098.0
5 47 1.0
5 48 435.0
5 49 9.0
5 50 153.0
5 51 9.0
5 52 106.0
5 53 21.0
5 54 119.0
5 55 2.0
5 56 359.0
5 58 49.0
5 59 481.0
5 60 425.0
5 61 316.0
5 62 315.0
5 63 327.0
5 64 872.0
5 65 83.0
5 66 34.0
5 67 87.0
5 70 40.0
6 8 182.0
6 9 946.0
6 10 100.0
6 11 527.0
6 12 566.0
6 14 607.0
6 16 7.0
6 17 150.0
6 18 1.0
6 22 688.0
6 23 3.0
6 24 1.0
6 25 2.0
6 26 995.0
6 30 927.0
6 31 92.0
6 32 329.0
6 35 4.0
6 36 1.0
6 41 1.0
6 43 1.0
6 52 1.0
7 8 311.0
7 9 280.0
7 10 331.0
